,state,action,reward,next_state,done
139,"[509.51577759 525.890625   517.82281494 515.47937012 518.40130615
 521.72210693]",0,46.4712109375,"[525.890625   517.82281494 515.47937012 518.40130615 521.72210693
 510.49310303]",False
140,"[525.890625   517.82281494 515.47937012 518.40130615 521.72210693
 510.49310303]",2,-168.45505859375,"[517.82281494 515.47937012 518.40130615 521.72210693 510.49310303
 498.85519409]",False
141,"[517.82281494 515.47937012 518.40130615 521.72210693 510.49310303
 498.85519409]",0,-162.95072509765626,"[515.47937012 518.40130615 521.72210693 510.49310303 498.85519409
 498.38644409]",False
142,"[515.47937012 518.40130615 521.72210693 510.49310303 498.85519409
 498.38644409]",2,-7.05125,"[518.40130615 521.72210693 510.49310303 498.85519409 498.38644409
 492.81182861]",False
143,"[518.40130615 521.72210693 510.49310303 498.85519409 498.38644409
 492.81182861]",0,-78.06461669921875,"[521.72210693 510.49310303 498.85519409 498.38644409 492.81182861
 500.4208374 ]",False
144,"[521.72210693 510.49310303 498.85519409 498.38644409 492.81182861
 500.4208374 ]",0,114.1351318359375,"[510.49310303 498.85519409 498.38644409 492.81182861 500.4208374
 479.74783325]",False
145,"[510.49310303 498.85519409 498.38644409 492.81182861 500.4208374
 479.74783325]",0,-330.76806640625,"[498.85519409 498.38644409 492.81182861 500.4208374  479.74783325
 480.40597534]",False
146,"[498.85519409 498.38644409 492.81182861 500.4208374  479.74783325
 480.40597534]",2,11.16841552734375,"[498.38644409 492.81182861 500.4208374  479.74783325 480.40597534
 494.73651123]",False
147,"[498.38644409 492.81182861 500.4208374  479.74783325 480.40597534
 494.73651123]",0,229.26857421875,"[492.81182861 500.4208374  479.74783325 480.40597534 494.73651123
 492.14364624]",False
148,"[492.81182861 500.4208374  479.74783325 480.40597534 494.73651123
 492.14364624]",0,-44.078704833984375,"[500.4208374  479.74783325 480.40597534 494.73651123 492.14364624
 440.16690063]",False
